,title,company,location,link,description,skills
89,Nail Technician,Almond Nail Bar - Fort Richmond,"Winnipeg, MB",https://ca.indeed.com/company/Almond-Nail-Bar---Fort-Richmond/jobs/Nail-Technician-05ff873681f44002?fccid=22f3b8e319a9b027&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<p>- Nail Maintenance (clean, trim, and polish)</p>
<p>- Apply nail enhancement</p>
<p>- Apply artificial nails, manicure and pedicure services</p>
<p>- Provide assessments of clients' nail condition and give nail care recommendations</p>
<p>- Ensure workstations are clean and tidy</p>
<p>- General maintenance and cleaning of the Spa rooms and all staff areas.</p>
<p>- Prepared station and clean station every service</p>
<p>- Preparing accessories ( bounties, foil, and etc.)</p>
<p>Qualifications:</p>
<p>- Manicurists &amp; Pedicurists Skills</p>
<p>- Have strong attention to detail</p>
<p>- Strong verbal communication skills</p>
<p>- Strong customer service skills</p>
<p>- Work well under stress</p>
<p>- Team player</p>
<p>- Open minded and willing to learn</p>
<p>- Positive attitude</p>
<p>License: Nail Technician License</p>
<p>Working condition:</p>
<p>- Able to work sitting down for a long period of time</p>
<p>- Able to work well in a fast paced environment</p>
<p>Salary : Will be discussed in the interview and base on the skill</p>
<p>All customer and employees must sanitize, or wash hand upon arrival to salon - Social distancing guidelines in place - Sanitizing, disinfecting, or cleaning procedures in place</p>
<p>Job Types: Full-time, Part-time, Permanent, Apprenticeship</p>
<p>Salary: Start will be at $13.15 or higher depending on interview and skills</p>
<p>Job Types: Full-time, Part-time<br/>Part-time hours: 40 per week</p>
<p>Salary: From $13.15 per hour</p>
<p>Additional pay:</p>
<ul>
<li>Tips</li>
</ul>
<p>Benefits:</p>
<ul>
<li>Dental care</li>
<li>Disability insurance</li>
<li>Extended health care</li>
<li>Flexible schedule</li>
<li>Life insurance</li>
<li>On-site parking</li>
<li>Vision care</li>
</ul>
<p>Schedule:</p>
<ul>
<li>8 hour shift</li>
</ul>
</div>","['- Have strong attention to detail', 'Dental care', ""- Provide assessments of clients' nail condition and give nail care recommendations"", 'Flexible schedule', '- Positive attitude', '- Able to work well in a fast paced environment', 'Additional pay:', 'Working condition:', '- Able to work sitting down for a long period of time', 'Salary : Will be discussed in the interview and base on the skill', '- Preparing accessories ( bounties, foil, and etc.)', 'All customer and employees must sanitize, or wash hand upon arrival to salon - Social distancing guidelines in place - Sanitizing, disinfecting, or cleaning procedures in place', 'Extended health care', '- Apply nail enhancement', '- Prepared station and clean station every service', '- Apply artificial nails, manicure and pedicure services', 'On-site parking']"
90,newnail care technician,Island Nails and Spa Ltd.,"Victoria, BC",https://ca.indeed.com/rc/clk?jk=113c3f071f5a5145&fccid=7745710e5d944ad1&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
91,nail care technician,Posy's Fingers & Toes Spa Ltd,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=a5ea97b8349911b4&fccid=04479eb031135a9a&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
92,nail care technician,SON HUNG DINH,"Coquitlam, BC",https://ca.indeed.com/rc/clk?jk=1c454181ed1a5e34&fccid=998398f9ca262b5b&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
93,newnail care technician,Duyen Tu Truong,"Abbotsford, BC",https://ca.indeed.com/rc/clk?jk=4b480e977056694b&fccid=4c44dda0fa6f9d7c&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2><ul><li>
Pedicures</li><li>
Manicures</li></ul><h2 class=""jobSectionHeader""><b>
Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Manicurist</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Schedule and confirm appointments</li><li>
Own clientele</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Repetitive tasks</li><li>
Attention to detail</li><li>
Hand-eye co-ordination</li><li>
Combination of sitting, standing, walking</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Flexibility</li><li>
Client focus</li><li>
Judgement</li><li>
Reliability</li><li>
Organized</li></ul></div></div>","['Clean, trim and polish nails', 'Own clientele', 'Schedule and confirm appointments', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
94,nail care technician,Venus Nail Salon,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=9e517d6c37102cbd&fccid=c524ee1d54b466a0&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Effective interpersonal skills</li>
<li> Client focus</li>
</ul>
</div>
</div>","['Effective interpersonal skills', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
95,nail care technician,Glamour Nails & Spa,"Calgary, AB+1 location",https://ca.indeed.com/rc/clk?jk=25433ea1882b34b3&fccid=122df340ff28c085&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2><ul><li>
Pedicures</li><li>
Manicures</li></ul><h2 class=""jobSectionHeader""><b>
Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Manicurist</li></ul><h2 class=""jobSectionHeader""><b>
Work Setting</b></h2><ul><li>
Beauty shop or aesthetic service</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Attention to detail</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Client focus</li><li>
Reliability</li></ul></div></div>","['Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
96,nail care technician,Diamond Nails & Spa,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=4e015521240e6f93&fccid=663e7db18896e17f&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Beauty shop or aesthetic service</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Attention to detail</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Client focus</li>
<li> Reliability</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
97,nail care technician,Regal Nails,"Vaudreuil-Dorion, QC",https://ca.indeed.com/rc/clk?jk=e5b6820384628950&fccid=8b338860ee54ed88&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Attention to detail</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Initiative</li>
<li> Client focus</li>
<li> Organized</li>
</ul>
</div>
</div>","['Organized', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
98,nail care technician,City Nails & Spa,"Calgary, AB",https://ca.indeed.com/rc/clk?jk=90394d0a9c3f1f5e&fccid=a1b6d797ea696340&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Beauty shop or aesthetic service</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Attention to detail</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Client focus</li>
<li> Reliability</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
99,Nail Care Technician,Lush Nail Lounge,"Surrey, BC",https://ca.indeed.com/company/Lush-Nail-Lounge/jobs/Nail-Care-Technician-8b9fd7dd1a00d2a0?fccid=7f331029555a208d&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<p>Lush Nail Lounge is looking for <b>3 Nail Care Technicians</b> to join them ASAP at their Surrey, BC location. These positions are for full-time, permanent basis (35-40 hour/week) with a salary of $17.00 to $19.00/hr. (depending on exp.).</p>
<p><b>Work Location: </b></p>
<p>Unit 132, 6350-120 Street, Surrey, BC, V3X 3K1</p>
<p><b>Job Requirements: </b></p>
<p>· Education: Completion of high school, college or beauty school programs is required</p>
<p>· Completion of certificate for manicurist and pedicurist will be an asset</p>
<p>· Experience as a Nail Care Technician is a strong asset. On-the-job training will be provided.</p>
<p>· Language: Functional English is required</p>
<p><b>Work Conditions and Physical Capabilities: </b> Repetitive tasks, Attention to detail, Hand-eye co-ordination</p>
<p><b>Personal Suitability: </b> Reliability, Client focus, Effective interpersonal skills, dependability, team player, Flexibility.</p>
<p><b>Job Duties: </b></p>
<p>· Clean, shape and polish fingernails and toenails and provide related treatments.</p>
<p>· Must have the knowledge of Nail art techniques</p>
<p>· Cleaning nails by removing old nail polish, shaping ends.</p>
<p>· Apply new polish to finger nails and toe nails.</p>
<p>· Applying acrylic, gel nails, extensions and nail polish.</p>
<p>· Evaluate condition of client’s nails and advise on proper nail care and effective nail care treatments.</p>
<p>· Recommend new designs and nail art to clients.</p>
<p>· Sanitize all nail instruments and equipment before and after use.</p>
<p>· Always maintain a clean working environment.</p>
<p>· Assisting clients with questions or concerns about nail treatments.</p>
<p>*<i>People from all walks of life are encouraged to apply! Youth, seniors, persons with disabilities, indigenous peoples and newcomers are encouraged to apply as well.</i></p>
<p><i>No phone calls or drop-ins please</i>.</p>
<p>Job Types: Full-time, Permanent</p>
<p>Salary: $17.00-$19.00 per hour</p>
<p>Schedule:</p>
<ul>
<li>8 hour shift</li>
</ul>
</div>","['· Apply new polish to finger nails and toe nails.', '· Experience as a Nail Care Technician is a strong asset. On-the-job training will be provided.', '· Always maintain a clean working environment.', '· Clean, shape and polish fingernails and toenails and provide related treatments.', '· Applying acrylic, gel nails, extensions and nail polish.', '· Sanitize all nail instruments and equipment before and after use.', 'Work Conditions and Physical Capabilities:  Repetitive tasks, Attention to detail, Hand-eye co-ordination', '· Assisting clients with questions or concerns about nail treatments.', '· Cleaning nails by removing old nail polish, shaping ends.', '· Recommend new designs and nail art to clients.', 'Personal Suitability:  Reliability, Client focus, Effective interpersonal skills, dependability, team player, Flexibility.', '· Evaluate condition of client’s nails and advise on proper nail care and effective nail care treatments.', '· Must have the knowledge of Nail art techniques']"
100,nail care technician,Brookswood Nail Salon Ltd,"Langley, BC",https://ca.indeed.com/rc/clk?jk=13684e1f92be51af&fccid=1e4cca85c1901473&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
101,Nails and Lash Applicator,Angelic Nails and Spa,"Port Elgin, ON",https://ca.indeed.com/company/Angelic-Nails-And-Spa/jobs/Nail-Lash-Applicator-b41d483eed8021bb?fccid=7e2a09b9d1cb7fc5&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><p>1 permanent, full-time <b>Nails and Lashes Applicator</b>, (days, evenings, weekends, overtime) to start as soon as possible.</p><p><b>Job requirements: </b> Languages: English. Education: Secondary (high) school graduation certificate. Experience: 2 years to less than 3 years. Work Conditions and Physical Capabilities: Repetitive tasks, Manual dexterity, Attention to detail, Hand-eye co-ordination. Relocation costs not covered by employer. Willing to relocate. Work Site Environment: Odours. Personal Suitability: Flexibility, Interpersonal awareness, Judgement, Organized, Accurate, Dependability, lnitiative, Team player Reliability, Effective interpersonal skills, Client focus. Additional Skills: Schedule and confirm appointments, Perform cashiering duties. Area of Work Experience: Manicurist, Pedicurist, Nail and lashes applicator.</p><p>Esthetics Skills: Foot massage, Manicures, Pedicures, Waxing, Eyelash extensions. Work Setting: Esthetician's salon, Beauty shop or aesthetic service. Manicurists and Pedicurists Skills: Clean, trim and polish nails, Provide gel and acrylic nail extensions, Nail art technics. <b>Apply by</b> email or in person at 537 Goderich St., Port Elgin, ON, N0H 2C4 from 10:00 to 16:00. Do not apply if you are not legally allowed to work in Canada. Your application must include references attesting experience, letter of recommendation and cover letter.</p><p>Job Types: Full-time, Permanent</p><p>Salary: $33,280.00-$37,440.00 per year</p><p>Additional pay:</p><ul><li>Tips</li></ul><p>Schedule:</p><ul><li>Day shift</li><li>Monday to Friday</li><li>Overtime</li><li>Weekend availability</li></ul><p>Ability to commute/relocate:</p><ul><li>Port Elgin, ON N0H 2C4: reliably commute or plan to relocate before starting work (required)</li></ul><p>Experience:</p><ul><li>Nail Technicians: 2 years (preferred)</li></ul></div>","['Additional pay:', 'Nail Technicians: 2 years (preferred)', 'Experience:']"
